year,title,rating,no_of_reviews,directors_actors,genres,runtime,gross
(2021),Last Breath,,,"Director:,John A. Gallagher,","Action, Drama, Fantasy",,
(II),Ark,,,"Director:,Sebastian Engstroem,,|,Star:,Elo Cinquanta,","Action, Drama, Sci-Fi",,
(1925),One of the Bravest,,,"Director:,Frank O'Connor,,|,Stars:,Ralph Lewis,,,Edward Hearn,,,Sidney Franklin,,,Pat Somerset,","Action, Crime, Drama",60 min,
(2016),Trap,,,"Director:,Madhu Sudhan Reddy,,|,Star:,Madhu Sudhan Reddy,","Action, Crime, Drama",90 min,
(2020),6 Hours,,,"Director:,Wilson Vang,,|,Stars:,Ray Quiroga,,,Danny Yang,,,Stan Vang,,,Brenton Ruh,",Action,,
,Just War,,,"Directors:,Giulio De Santi,,,Tiziana Machella,",Action,,
,Hand of God,,,"Directors:,Matthew J. Adams,,,Benjamin James,,|,Star:,Emily Greene,",Action,,
,The Abductors,,,,"Action, Thriller",,
(2019),Triples Alley,,,"Director:,Jeff Prater,,|,Stars:,Jeff Prater,,,Reece Putinas,,,Sharena Walker,,,Cameron Gilliam,",Action,,
(2014),Fairlady,,,"Director:,Edgar Torres,,|,Stars:,Artur,,,Alaric Cantarero,,,Simone Carter,,,Josh Costell,","Action, Crime, Drama",47 min,
,Gunslinging Bank Robbing Vampires,,,"Director:,Bill Koning,",Action,,
,Key Witness,,,"Director:,Jean-Claude La Marre,",Action,,
(2013),Kill on Sight,,,"Director:,Tim Kirkpatrick,,|,Stars:,Christopher Newell,,,Joe Dioletto,,,Mikandrew,,,Tim Kirkpatrick,","Action, Crime",,
(2013),Amphigori,,,"Director:,Shitiz Srivastava,,|,Stars:,Shitiz Srivastava,,,Avinash Dhyani,,,Dipankar Bahalia,,,Hima Singh,","Action, Comedy, Crime",,
(1914),Across the Danger Line,,,,Action,,
(2009),Phillips,,,"Director:,Andrew Lillion,,|,Stars:,Dave Delsing,,,Bradley Fleikied,,,Chad Larson,,,Steve Lawrence,","Action, Drama, Thriller",91 min,
,Off Guard,,,,Action,,
,300 Puls,,,,"Action, Comedy",,
(2012),Strangers in New York,,,"Stars:,Christopher Peterson,,,Anya Banzipto,,,Mal Peterson,",Action,,
(2001),Neighborhood Watch,,,"Director:,Nathan Fackrell,,|,Stars:,Derrick de Villiers,,,Matthew Fackrell,","Action, Comedy",,
(2016),Fork,,,"Director:,Mark Eiden,,|,Stars:,Shri Fugi Spilt,,,Daniel Flores,,,Joe Cissell,,,Mark Eiden,","Action, Drama",,
,Hacked Off!,,,"Stars:,Maria Olsen,,,Megan Lee Joy,","Action, Comedy, Horror",,
(1978),Last Target,,,"Director:,Efren C. Piñon,,|,Stars:,Tony Ferrer,,,Susan Henson,,,Charlie Davao,,,Alex Bolado,",Action,,
,Pacemaker,,,"Star:,Juan Antonio Estévez,",Action,,
(1918),"That Devil, Bateese",,,"Director:,William Wolbert,,|,Stars:,Monroe Salisbury,,,Adda Gleason,,,Lamar Johnstone,,,Lon Chaney,","Action, Drama",50 min,
(II) (2015),Endurance,,,"Director:,Nicholas Tolkien,,|,Stars:,David Brainard,,,Sadie Grace,,,Jacqui Grilli,,,Cheyanne Gustason,","Action, Adventure, Drama",57 min,
(2018),MountAlien,,,"Directors:,Hunter Burkhead,,,Jerry Burkhead,,,Madam Della,,|,Stars:,Jerry Burkhead,,,Hunter Burkhead,,,Madam Della,,,Lorel Holt,","Action, Drama, Horror",,
,BumRush 2025,,,"Director:,John Fredericks,",Action,,
(2021),Don Orlando,,,"Director:,Ed Kovaleski,,|,Stars:,Andre Augusto,,,Bernardo Augusto,,,Geiza Batalha,,,Adela Benitez,","Action, Drama",88 min,
(1916),The Scarlet Runner,,,"Director:,Wally Van,,|,Stars:,Earle Williams,,,Marguerite Blake,,,L. Rogers Lytton,,,Charles Kent,",Action,,
(1922),Speed,,,"Director:,George B. Seitz,,|,Stars:,Charles Hutchison,,,Lucy Fox,,,John Webb Dillion,,,Harry Semels,","Action, Drama",300 min,
(2019),I Will,,,"Director:,Simon Scheerens,","Action, Biography",,
(1926),The Windjammer,,,"Director:,Harry Joe Brown,,|,Stars:,Billy Sullivan,,,Thelma Hill,,,Billy Franey,","Action, Drama",50 min,
,"The Rejects, Book 1, the Last 100",,,"Stars:,Jimmy Ace Lewis,,,Mason Parker,,,Mitchell Moran,,,Hunter Alexes Parker,","Action, Adventure, Comedy",,
(2007),Blood of the Samurai 2,,,"Director:,Aaron Yamasato,,|,Stars:,Daisuke Ban,,,Leroy Bartlett,,,Shawn Forsythe,,,Colleen Fujioka,",Action,69 min,
,Taco Belly and the Attack of the Mockbusters,,,"Director:,Taco Belly,,|,Stars:,Taco Belly,,,Burrito Head,","Action, Adventure, Comedy",,
,Right Forward Turret,,,"Director:,Ryan McCoy,","Action, Sci-Fi",,
(I) (2008),Knock on Wood,,,"Director:,Anthony Cupaiuolo,,|,Stars:,Alexis Roland,,,Antti Autti,,,Ben Wynn,,,Chase Harrimen,","Action, Adventure, Sport",45 min,
(2003),Real Hustla,,,"Director:,Tomoharu Mashino,,|,Stars:,Tasha Ellie,,,Tomoharu Mashino,,,Big Will,","Action, Crime",,
(2016),Shine 38,,,,Action,,
(2017),Steven's Tragedy,,,"Director:,Graham Abraham,,|,Stars:,Graham Abraham,,,Steven DiPrima,,,Albert Flint,,,Bjorn Krammer,","Action, Adventure, Drama",90 min,
(2013),Fade to Black: The Trigger Effect,,,"Directors:,Trevor Bailey,,,Singleton Bill Jr.,,,Bill Singleton Jr.,,|,Stars:,Cecily Anderson,,,Patrick Bailey,,,Mario Barros,,,Nichole Barros,","Action, Crime, Drama",104 min,
(1935),The Crouching Beast,,,"Director:,Victor Hanbury,,|,Stars:,Fritz Kortner,,,Wynne Gibson,,,Richard Bird,,,Andrews Engelmann,","Action, Drama, War",78 min,
(2017),Trippin,,,"Director:,J.D. Ramsey,,|,Stars:,Jimmy Anderson,,,Champion Black,,,Tosha Conyers,,,Nicholle Dickens,","Action, Drama",120 min,
,Trakks,,,"Director:,Bobby E. Goins,,|,Stars:,Carl Clemons,,,Andrew Roth,,,Bobby E. Goins,,,Brandon Murray,","Action, Comedy, Drama",100 min,
(2016),Buckle Up Punk!,,,"Director:,Ray Duran,,|,Stars:,Alonzo Alcaraz,,,Joy'Ecstacy Bannister,,,Nick Cardiff,,,Rinska Carrasco,","Action, Crime, Drama",65 min,
(2009),Spoon,,,"Director:,Tony Wilsonl,,|,Stars:,Shanton Bland,,,Mike Jones,,,Tremayne Mitchelle,,,Kendra Norris,","Action, Drama",124 min,
(2012),Hotel Babylon,,,"Director:,Kobi Rana,,|,Stars:,Beverly Afaglo,,,Fred Nii Amugi,,,Ebi Bright,,,Kafui Danku,",Action,,
,No Time Left,,,"Director:,Matt Frable,,|,Star:,Anthony Ferrett,",Action,,
(III),Gone,,,,"Action, Adventure, Family",,
(I) (2016),Duty,,,"Director:,Khireddine Ouazaa,,|,Stars:,Randy Shoemake,,,Rose Cooper,,,Marc Guedet,,,Tyler Mann,","Action, Drama, Thriller",,
(2022),Bound by Debt,,,"Director:,Anna Mormando,,|,Star:,Paul Mormando,",Action,,
(1999),Jungle,,,"Director:,Patrick Rodio,,|,Stars:,Tony Devon,,,Michael Severns,,,Allen Strange,",Action,,
(I),Two Wheels,,,"Director:,Dennis Velasco,","Action, Comedy, Crime",,
(II) (2019),Remnants,,,"Director:,Jackson Buckley,,|,Stars:,Jackson Buckley,,,Nicholas McCamish,,,Aaron Sharp,,,Marc Casanova,","Action, Comedy",89 min,
(2017),Hellzone Rangers,,,"Director:,Scott Shaw,,|,Stars:,Scott Shaw,,,Kenneth H. Kim,,,Douglas Jackson,,,Roger Ellis,",Action,,
(2016),The Fisher: Rampage,,,"Director:,Derek Klanfer,,|,Stars:,Jason Best,,,Mark Cohen,,,Joanna Oullette,,,Eddie Frat,","Action, Adventure, Drama",,
,DVD Murders,,,"Director:,Still Open,","Action, Crime, Drama",,
(III) (2016),Future,,,"Director:,G.M. Whiting,,|,Stars:,Brock Brazda,,,Gabriel Michael,,,Lil' Soulman,,,London Williams,","Action, Sci-Fi, War",60 min,
(1926),Exclusive Rights,,,"Director:,Frank O'Connor,,|,Stars:,Gayne Whitman,,,Lillian Rich,,,Gloria Gordon,,,Raymond McKee,","Action, Crime, Romance",60 min,
(1923),The Grail,,,"Director:,Colin Campbell,,|,Stars:,Dustin Farnum,,,Peggy Shaw,,,Carl Stockdale,,,Frances Raymond,","Action, Romance, Western",50 min,
,Spider-Gwen: Magenta,,,"Director:,Shykodah-Khi McGrath,",Action,,
(2016),David & Wally: Buddy Cops,,,"Director:,David Gattis,","Action, Comedy, Crime",,
(1920),Bride 13,,,"Director:,Richard Stanton,,|,Stars:,Marguerite Clayton,,,John B. O'Brien,,,Gretchen Hartman,,,W.E. Lawrence,","Action, Adventure, Thriller",,
,Interception,,,,Action,,
(2013),Dimension Folders,,,"Director:,John Varszegi,,|,Stars:,Randy Parker,,,Matt Mathiason,,,Katalina Kovecses,,,Mark Marquette,","Action, Drama, Sci-Fi",100 min,
,Nadia's Promise,,,,"Action, Drama, War",,
,Moral Worth,,,"Stars:,Andrew Bee,,,Neil Malcolm,",Action,,
(I),Death Touch,,,"Director:,Derek Sean Carlton,,|,Star:,Derek Sean Carlton,","Action, Drama, Mystery",,
(2018),The Superhero Who Loved Me,,,"Director:,Chris Craddock,,|,Stars:,April Banigan,,,Jerrald Chung,,,Kristi Hansen,,,Jonathan R. Holeton,",Action,,
(2021),The Coward 2020,,,"Stars:,Kirra Barlow,,,Alex Pyles,,,Dean Pyles,,,Hylea Pyles,",Action,,
(2018),Crescent City Chronicles: Sanctuary,,,"Director:,Kelly Weaver,,|,Stars:,Jenna Blaine,,,Jessica Brandt,,,Lisa Brave,,,Reign Burton,",Action,140 min,
(I),Gorgon,,,"Star:,Claire Beals,","Action, Adventure, Fantasy",122 min,
(I),DreamScape,,,"Director:,Roland Gotjé,,|,Star:,Roland Gotjé,","Action, Mystery, Sci-Fi",55 min,
,Untitled Mania Doc,,,"Directors:,Adam Wright,,,James Ersted,,,Max Segal,",Action,,
,Desert Runner,,,,"Action, Crime, Drama",,
(2021),Thorn in the Rose,,,"Director:,John Michael Hightower Jr.,,|,Stars:,Kiara Kyan,,,Lindsay Ballif,,,Amber Blake,,,Bryson Bonta,",Action,,
,Bob Guerrero,,,,"Action, Comedy",,
(2019),Angry Grandpa V Psycho Dad: Resurgence,,,"Stars:,Charlie Chill,,,Charles Marvin Green Jr.,,,Bella Green,,,Jimmy Green,","Action, Adventure, Thriller",,
(2011),Backlash,,,"Director:,Matthew Jasso,,|,Stars:,Melissa Dawn Smith,,,Matthew Jasso,,,Loki D. Wolf,,,Scott Kirfman,","Action, Comedy",90 min,
(1964),Road Rebels,,,"Director:,Reno Calarco,,|,Stars:,Julie Francis,,,W. Hook,,,Robert Kinghorn,,,Paul Napier,",Action,,
(II),Holding,,,"Director:,Ilya Zorin,,|,Stars:,Alita,,,Trev Parham,,,Troy T. Parham,,,Jesenia Pineda,","Action, Thriller",,
,Jill and Ben,,,"Director:,Laurence Williams,","Action, Comedy, Drama",,
(2012),Reward,,,"Director:,Isaac Ivbaze,,|,Stars:,Emen Ivbaze,,,Hilda Ivbaze,,,Isaac Ivbaze,,,Ebenezer Kokie,","Action, Drama",83 min,
(2012),Dragon Lives Nine Lives,,,"Director:,David Huey,,|,Stars:,David Huey,,,Yoko Suenaga,,,Amanda Earl,,,Patrick Donahue,","Action, Comedy",88 min,
(2013),Connections,,,"Directors:,Paolo Del Fiol,,,Daniele Misischia,,|,Stars:,Rimi Beqiri,,,Silvia Sorrentino,,,Riccardo Camilli,,,Reiko Nagoshi,","Action, Crime, Horror",,
(II) (2019),Transit,,,"Director:,Nathyn Masters,,|,Stars:,Nathyn Masters,,,Claire 'Fluff' Llewellyn,,,Anand Bhatt,,,Michael Moody,","Action, Horror",78 min,
,Dragons of Camelot,,,"Director:,Mark Lester,","Action, Fantasy",,
(2013),Carl and Sandy Say Goodbye,,,"Director:,Derald Gray,,|,Stars:,Christian Njuguna,,,Derald Gray,,,Boniface Muguro,,,Vidal Stallings,","Action, Adventure, Comedy",52 min,
(2012),Ascension 2,,,"Director:,Sebastien Ricci,,|,Stars:,Jennifer Astoni,,,Barek Bofah,,,Colin,,,Harish,",Action,90 min,
,China Indiana Jones: Peking Human,,,,"Action, Adventure, Drama",,
(2016),AssAssINS,,,"Director:,Jim Ford,,|,Stars:,Jim Ford,,,Patrick King,,,Justin Slosky,","Action, Adventure, Comedy",78 min,
(2005),Ringo and the Monkeyman,,,"Director:,Brad Blank,,|,Stars:,John Franklin Caballero,,,Patrick Spruiell,",Action,,
(2017),Angry Grandpa v Psycho Kid v Psycho Mom,,,"Directors:,Emperor Psycho,,,Adriano Ricci,,|,Stars:,Charlie Chill,,,Charles Marvin Green Jr.,,,Micheal Green,,,Bridgette West,",Action,88 min,
(1999),Guns of El Chupacabra 3: The Lost Interviews,,,"Directors:,Donald G. Jackson,,,Scott Shaw,,|,Stars:,Donald G. Jackson,,,Scott Shaw,",Action,,
(2022),Rifftrax: Rapid Assault,,,"Stars:,Bill Corbett,,,Kevin Murphy,,,Michael J. Nelson,",Action,77 min,
(2014),You Only Die Once,,,"Director:,Kendall Womblin,,|,Stars:,Emerald Shine,,,Keith Fitzgerald,,,Hillary O'Rourk,,,Leo Mallory,","Action, Drama",84 min,
(1969),The Sinners,,,"Director:,Abraham Gregorio,,|,Stars:,Tony Ferrer,,,Lourdes Medel,,,Marissa Delgado,,,Joy Dee,",Action,,
(1929),Come Across,,,"Director:,Ray Taylor,,|,Stars:,Lina Basquette,,,Reed Howes,,,Flora Finch,,,Crauford Kent,","Action, Crime, Drama",60 min,
,The Investigators: Redemption Street,,,"Directors:,Carlos Ecaymuzquiz,,,Cristy Ecaymuzquiz,,|,Stars:,Patrick Lescarbeau,,,Nguyen Stanton,,,Randy Green,,,Jeremy Todd Torgerson,","Action, Drama, Family",,
(2021),Smash Bros Ultimate Live Action Sequel,,,"Director:,Hero Swag,,|,Stars:,Kyle Brown,,,Shane Brown,,,Tyrone Hamilton,,,Jayden Harp,",Action,,
(2014),1870 Texas,,,"Director:,William Booth,,|,Stars:,Lance Eakright,,,Bob Fanucchi,,,Greg Ingram,,,Dennis O'Neill,","Action, Adventure, Western",77 min,
(2017),Caja de Muerto,,,"Director:,Eladio Feliciano-Matos,,|,Stars:,Jorge Antares,,,Damian Calderon,,,William Canales,,,Elvin Cartagena,","Action, Mystery, Thriller",100 min,
(2017),The Abduction of Europa: Taurus Operation,,,"Directors:,Ivaylo Brusowski,,,Dimitar Matev,","Action, Adventure, Drama",,
(2020),One Night in China Town,,,"Stars:,Jackie Nova,,,Richard Ryan,,,Tony Saddul,","Action, Adventure, Crime",,
,Necroland UK,,,"Directors:,Nathan Quinn,,,Jerome Boyle,,|,Stars:,Robert Yates,,,Derek McEwan,,,Jerome Boyle,,,Alan Boyd,",Action,,
(1999),Sea Monkies,,,"Director:,Jake Thomas,,|,Stars:,Shannon Best,,,Bret Eisenhauer,,,Scott Hussey,,,Brian MacAulay,",Action,45 min,
(2015),DeadPool: The Merc with the Mouth,,,"Director:,Jackson Morehu,",Action,,
,Hour of Valor: Survival Heros,,,"Stars:,Van Brockmann,,,J. Michael Mendoza,","Action, Romance, Thriller",,
(I) (2014),Guilty,,,"Director:,Marcellus White,,|,Stars:,Noon Bornstar,,,William Lewis,,,Colene Byrnes,,,Dijuan Markette,","Action, Drama, Thriller",,
(2010),Provocation,,,"Director:,Elías Serrano,,|,Stars:,Vivi Michelle Colombo,,,Vivian Justiniano,,,Marcelo Santillan,,,Elías Serrano,","Action, Comedy",,
(III),Resonance,,,,"Action, Adventure, Fantasy",,
(1922),Lure of Gold,,,"Director:,Neal Hart,,|,Stars:,Neal Hart,,,Hazel Deane,,,William Quinn,,,Ben Corbett,","Action, Romance, Western",54 min,
,Nest of Lies,,,,Action,,
(2011),Losers in Love,,,"Directors:,Graeme Noble,,,John-William Noble,,|,Stars:,Grant Martin,,,Shaun Moir,,,Callum Kerr,,,Graeme Noble,","Action, Comedy, Romance",53 min,
,Tesla_3327,,,"Director:,Carlos Fernandez de Vigo,","Action, History, Sci-Fi",,
,The Giants Mountain,,,,"Action, Adventure, Family",,
(2011),You Took Away My Flag,,,"Director:,James Bezy,,|,Stars:,James Bezy,,,Phil Biedron,,,Nate Birch,,,Caitlin Borek,","Action, War",,
(2017),Point Blank,,,"Director:,Aj Cross,,|,Stars:,Aj Cross,,,Diana Lysenko,,,Michael Bronson,,,Ryan Carrion,","Action, Thriller",,
(1979),Final Showdown,,,"Director:,Leonardo Pascual,,|,Stars:,Rey Malonzo,,,Jack Lee,,,Steve Alcarado,,,Bebeng Amora,",Action,,
(2013),Diametrically Opposed,,,,"Action, Crime, Thriller",81 min,
(2017),Cause and Effect the Scagleon Stories,,,"Director:,Joseph Cintron,,|,Stars:,Joseph Cintron,,,Jennifer Joseph,,,Rebecca Torrellas,",Action,,
(2022),Delphi Rising,,,"Director:,Chandler Bolt,,|,Stars:,Brandon Kelly,,,Lilly Lev,",Action,120 min,
(2005),The Guardians,,,"Directors:,Brett Hickox,,,Tony York,,|,Stars:,Brett Hickox,,,Harold Schultz,,,Alex Wells,,,Tony York,","Action, Drama, Thriller",110 min,
,From Paris to Dakar: Full Throttle,,,,"Action, Adventure",100 min,
(III),The Estate,,,"Director:,Kenny Vathauer,,|,Stars:,Steve Cone,,,Kenny Vathauer,,,Lillian Sims,,,Gilbert Hiracheta,","Action, Adventure, Crime",,
(II) (2011),Division,,,"Stars:,Chris Vickery,,,Adrienne O'Docharty,,,Anthony Michael Lough,,,Freddie Lee Patrick,",Action,67 min,
(2014),Tie Gang: The Movie,,,"Director:,Chris Gallo,,|,Stars:,Chris Gallo,,,Tyler Hanley,,,Alex Hollingshead,,,Tim Hanley,","Action, Comedy",,
,Hood Chronicles,,,,"Action, Crime, Thriller",,
,New Chinatown,,,"Star:,Jason Yee,",Action,,
(2012),Path to Darkness,,,"Director:,Logan Cross,,|,Stars:,Cayla Black,,,Peter Bonilla,,,Nick Dopuch,,,Reuben Games,",Action,,
(I) (2014),Aegis,,,"Director:,Alden Miller,,|,Stars:,Christina Blodgett,,,Roger Denesha,,,Kevin M Fox,,,Charlotte Kyle,",Action,,
(2018),Wildfire Vol 1: Tommy Rich,,,"Director:,Rock Parsons,,|,Stars:,Jerry Jarrett,,,Jerry Lawler,,,Tommy Rich,",Action,142 min,
(1992),En legítima defensa,,,"Director:,Ralph E. Portillo,,|,Stars:,Pedro Infante Jr.,,,Juan Valentín,,,Alma Delfina,,,Isela Vega,",Action,90 min,
,Snow White Meth,,,"Directors:,Giulio De Santi,,,Tiziana Machella,,|,Star:,Pierluigi De Santi,","Action, Crime",,
(2008),Conexão Japão,,,"Directors:,Salete Machado,,,Antonio Marcos Ferreira,,|,Stars:,Horácio Almirón,,,Marcelo Callier,,,Kazumasa Shimada,,,Talício Sirino,",Action,76 min,
(2020),The Spider-Man (Fan Film),,,"Director:,Michael Nightman,,|,Stars:,Seth Beckson,,,X.R. Chavez,",Action,,
(2019),Sinners,,,"Director:,Simeon Komsalov,,|,Stars:,Petar Genkov,,,Maria Ilieva,,,Nikolay Ishkov,,,Stephany Ivaylo,","Action, Drama",100 min,
(2016),The Null Zone: Episode One: Janus,,,"Director:,Jason Gonella,,|,Stars:,Jasmine Jessica Anthony,,,Jason Gonella,,,Isaiah Delrosario,,,William Armstrong,","Action, Adventure, Family",57 min,
(2015),NoHo,,,"Director:,Marco Bottiglieri,,|,Star:,Thomas Downey,",Action,,
(II) (2019),DNA,,,"Director:,Dana Killebrew,,|,Stars:,Beonte Anglen,,,Davon Avery,,,Chardon Black,,,Brian Bond,",Action,,
(2012),Gun or Dance,,,"Director:,Kourosh Parsi,,|,Stars:,Jasmine Balais,,,Natalie Brehm,,,Esy Espari,,,Paola Georgudis,","Action, Adventure, Drama",93 min,
(I),Skin,,,,"Action, Romance, Thriller",,
,Courage Malum's Strikes,,,"Director:,Javian Jones,,|,Star:,Adrianna Kemp,","Action, Drama, Fantasy",120 min,
(2009),Rise of Revelation,,,"Director:,Larry Greene,,|,Stars:,Larry Greene,,,Charles Adames,,,Don Boerst,,,Stanley Coelho,","Action, Adventure, Thriller",94 min,
(2019),Mixed Martial Hearts,,,"Director:,Dennis Limmer,,|,Stars:,Anton Bex,,,Olivia Scott,",Action,,
(2006),The Amulet,,,"Director:,Sean Konig,,|,Stars:,Ryan Konig,,,Sean Konig,,,Andrew Lembeck-Edens,,,Matthew Lembeck-Edens,","Action, Crime, Mystery",,
(2017),Viper Master,,,"Director:,Adam Venedam,,|,Stars:,James Cleverdon,,,James Eddy,,,Shawn Gauthier,,,Adam Venedam,",Action,74 min,
(2007),Where's Waldo: The Second Coming,,,"Directors:,John C. Bradley,,,Richard Cline,,|,Stars:,John C. Bradley,,,Richard Cline,,,Brendan Bradley,,,Kevin Sharp,",Action,,
(2011),Presidential Dillema,,,"Director:,Lovelace Lee III,,|,Stars:,David Beck,,,Jerry Boyd,,,Germaine Fisher,,,Lovelace Lee III,",Action,120 min,
,A Bullet for Pretty Baby,,,"Star:,George Edde,",Action,,
(2013),The Try Out,,,"Director:,Tim Kirkpatrick,,|,Stars:,Adrian Favela,,,Tim Kirkpatrick,,,Mia Ella Mimica,,,Jeremy Jefferson,","Action, Crime",,
(I),Oasis,,,"Director:,Ian McLean,,|,Stars:,Preston Waggoner,,,Christian Thibodeau,","Action, Thriller",,
,Tinker and Snatch,,,"Star:,Zak Lee,","Action, Comedy",,
(1930),Good Intentions,,,"Director:,William K. Howard,,|,Stars:,Edmund Lowe,,,Marguerite Churchill,,,Regis Toomey,,,Earle Foxe,","Action, Crime, Drama",69 min,
,As Far as You Know,,,,"Action, Drama, Fantasy",71 min,
(2021),Dark Intentions 4: Repentance,,,"Director:,John Michael Hightower Jr.,,|,Stars:,John Michael Hightower Jr.,,,Ramy Kebbe,,,Chozy Aiyub,,,Shekeb Sekander,",Action,,
(VI) (2019),The Passenger,,,"Stars:,Dylan McClosky,,,Clive Castle,,,Alex,,,Kaazzi Tazzy,",Action,28 min,
,Rhythm and Juliet,,,,Action,,
,The Land of Blue Coconuts,,,"Director:,Andrea Speyer,,|,Stars:,Andrea Speyer,,,Malcolm Baez,","Animation, Action, Adventure",,
(XXXIV),Retribution,,,,"Action, Drama, Thriller",,
(2017),The Buddhism Monks,,,"Director:,Karim Kaloga,","Animation, Action, Comedy",60 min,
(2014),Bloopers,,,"Director:,Gavin Presto,,|,Stars:,Jared Crate,,,Adien Deloe,,,Breanne Deloe,,,Gavin Presto,","Action, Comedy, Western",99 min,
(2011),Chen Muo De Fu Chou,,,"Director:,Richard Chung,,|,Stars:,Christian 'Kang' Bachini,,,Wang Hong Jun,,,Markus Mak,,,Alan Nguyen,","Action, Crime, Thriller",87 min,
,South Pacific Yacht Club,,,,Action,,
,The Safari Club,,,,"Action, Crime, Thriller",,
(II),The Great Detective's,,,"Director:,Jon Sayles,,|,Stars:,Derrin Weaver,,,Kristi Davis,,,Tiffany Conard,,,Howard Snooks,",Action,,
(2008),Unique ID,,,"Director:,Paul Moukperian,,|,Stars:,Marcel Legault,,,David Rossetti,,,Sarah Butcher,,,Ash Banga,","Action, Adventure",75 min,
,Action Orange,,,,"Action, Comedy, Sci-Fi",,
(2011),The Wrong Line,,,"Director:,Mitch Field,,|,Stars:,Tyler Wright,,,Nathaniel Grant,,,Trey Berry,,,Makenzie Isom,","Action, Thriller",91 min,
,Anything Else Hereafter,,,"Star:,Seth Adair,","Action, Adventure, Sci-Fi",,
(2003),Do or Die,,,"Director:,Jason Young,,|,Stars:,Albert Shiver Jr.,,,Erwin Brown,,,Byron Savage,",Action,,
(2009),Stealing Time,,,"Director:,Mike Virgil,,|,Stars:,Mike Virgil,,,Barry Onody,,,John Giordoni,,,Chuck Schubert,","Action, Adventure, Comedy",45 min,
(IV),The Way Out,,,"Director:,Mosson Victor,,|,Stars:,Ricky Sledge,,,Mosson Victor,,,Christina Irwin,,,Chris Lowery,",Action,,
,Ring of Five,,,,"Action, Drama, Thriller",,
,Believe the Movie,,,"Director:,Filiz Kulan,","Action, Drama, Family",,
(2020),Love and Poverty,,,"Director:,Emeka Shot It,,|,Stars:,Hamza Abdullah,,,Princess Duene Duene,,,Mariam Jimoh,,,Adama Joseph,",Action,,
(2016),Jannertown,,,"Director:,Guy Brasher,","Action, Sci-Fi",81 min,
(2013),They Keep Coming Back,,,"Director:,Jean-Francois Richard,,|,Stars:,Marcus Jenkins,,,Jessie Thompson,",Action,,
(2015),Da G.A.P,,,"Director:,Rovelt Laforet,,|,Stars:,Paris Camey,,,Carol Dash,,,Martin Droll,,,Ceaser Floyd,","Action, Crime, Drama",65 min,
(2016),Broken Trust,,,"Director:,Bruce Odams,,|,Stars:,Tre'a Bertrille,,,Keith Crosby,,,Marque Dixon,,,Brilliance Hall,",Action,,
(2013),Discord,,,"Director:,Dan McKenzie-Cossou,,|,Stars:,Maya Lindh,,,Darryl Neville,,,Pippa Winslow,,,Agnieszka Wrona-Neville,",Action,95 min,
(2018),Bigman the Conqueror A comicbook film,,,"Director:,Randy Jones,,|,Stars:,Stephen Akinyele,,,Randy Jones,,,Wanda Montague,,,Rejeanne Raymond,",Action,72 min,
(2020),The Final Farley Film,,,"Director:,Jacob Farley,,|,Stars:,Sarah Blaiser,,,Ella Bovee,,,Laura Breyen,,,Bridget Emerson,","Action, Comedy, Sci-Fi",82 min,
(2014),Bad Space,,,"Director:,Adam W. Karwowski,,|,Stars:,Josh Babich,,,Joe Chacon,,,John Ross Clark,,,Jon Dette,","Action, Drama, Romance",56 min,
